"Djibouti";"Dschibuti"
"Dominica";"Dominica"
"Dominican Republic";"Dominikanische Republik"
"Ecuador";"Ecuador"
"Egypt";"Ägypten"
"El Salvador";"El Salvador"
"Equatorial Guinea";"Äquatorialguinea"
"Eritrea";"Eritrea"
"Estonia";"Estland"
"Ethiopia";"Äthiopien"
"Falkland Islands (Malvinas)";"Falklandinseln"
"Faroe Islands";"Färöer"
"Fiji";"Fidschi"
"Finland";"Finnland"
"France";"Frankreich"
"French Guiana";"Französisch-Guayana"
"French Polynesia";"Französisch-Polynesien"
"French Southern Territories";"Französische Süd- und Antarktisgebiete"
"Gabon";"Gabun"
"Gambia";"Gambia"
"Georgia";"Georgien"
"Germany";"Deutschland"
"Ghana";"Ghana"
"Gibraltar";"Gibraltar"
"Greece";"Griechenland"
"Greenland";"Grönland"
"Grenada";"Grenada"
"Guadeloupe";"Guadeloupe"
"Guam";"Guam"
"Guatemala";"Guatemala"
"Guernsey";"Guernsey (Kanalinsel)"
"Guinea";"Guinea"
"Guinea-Bissau";"Guinea-Bissau"
"Guyana";"Guyana"
"Haiti";"Haiti"
"Heard Island and McDonald Islands";"Heard und McDonaldinseln"
"Holy See (Vatican City State)";"Vatikanstadt"
"Honduras";"Honduras"
"Hong Kong";"Hongkong"
"Hungary";"Ungarn"
"Iceland";"Island"
"India";"Indien"
"Indonesia";"Indonesien"
"Iran, Islamic Republic of";"Iran, Islamische Republik"
"Iraq";"Irak"
"Ireland";"Irland"
"Isle of Man";"Insel Man"
"Israel";"Israel"
"Italy";"Italien"
"Jamaica";"Jamaika"
"Japan";"Japan"
"Jersey";"Jersey (Kanalinsel)"
"Jordan";"Jordanien"
"Kazakhstan";"Kasachstan"
"Kenya";"Kenia"
"Kiribati";"Kiribati"
"Korea, Democratic People's Republic of";"Korea, Demokratische Volksrepublik (Nordkorea)"
"Korea, Republic of";"Korea, Republik (Südkorea)"
"Kuwait";"Kuwait"
"Kyrgyzstan";"Kirgisistan"
"Lao People's Democratic Republic";"Laos, Demokratische Volksrepublik"
"Latvia";"Lettland"
"Lebanon";"Libanon"
"Lesotho";"Lesotho"
"Liberia";"Liberia"
"Libya";"Libyen"
"Liechtenstein";"Liechtenstein"
"Lithuania";"Litauen"
"Luxembourg";"Luxemburg"
"Macao";"Macau"
"Macedonia, the Former Yugoslav Republic of";"Mazedonien"
"Madagascar";"Madagaskar"
"Malawi";"Malawi"
"Malaysia";"Malaysia"
"Maldives";"Malediven"
"Mali";"Mali"
"Malta";"Malta"
"Marshall Islands";"Marshallinseln"
"Martinique";"Martinique"
"Mauritania";"Mauretanien"
"Mauritius";"Mauritius"
"Mayotte";"Mayotte"
"Mexico";"Mexiko"
"Micronesia, Federated States of";"Mikronesien"
"Moldova, Republic of";"Moldawien (Republik Moldau)"
"Monaco";"Monaco"
"Mongolia";"Mongolei"
"Montenegro";"Montenegro"
"Montserrat";"Montserrat"
"Morocco";"Marokko"
"Mozambique";"Mosambik"
"Myanmar";"Myanmar (Burma)"
"Namibia";"Namibia"
"Nauru";"Nauru"
"Nepal";"Nepal"
"Netherlands";"Niederlande"
"New Caledonia";"Neukaledonien"
"New Zealand";"Neuseeland"
"Nicaragua";"Nicaragua"
"Niger";"Niger"
"Nigeria";"Nigeria"
"Niue";"Niue"
"Norfolk Island";"Norfolkinsel"
"Northern Mariana Islands";"Nördliche Marianen"
"Norway";"Norwegen"
"Oman";"Oman"
"Pakistan";"Pakistan"
"Palau";"Palau"
"Palestine, State of";"Staat Palästina"
"Panama";"Panama"
"Papua New Guinea";"Papua-Neuguinea"
"Paraguay";"Paraguay"
"Peru";"Peru"
"Philippines";"Philippinen"
"Pitcairn";"Pitcairninseln"
"Poland";"Polen"
"Portugal";"Portugal"
"Puerto Rico";"Puerto Rico"
"Qatar";"Katar"
"Réunion";"Réunion"
"Romania";"Rumänien"
"Russian Federation";"Russische Föderation"
"Rwanda";"Ruanda"
"Saint Barthélemy";"Saint-Barthélemy"
"Saint Helena, Ascension and Tristan da Cunha";"St. Helena"
"Saint Kitts and Nevis";"St. Kitts und Nevis"
"Saint Lucia";"St. Lucia"
"Saint Martin (French part)";"Saint-Martin (franz. Teil)"
"Saint Pierre and Miquelon";"Saint-Pierre und Miquelon"
"Saint Vincent and the Grenadines";"St. Vincent und die Grenadinen"
"Samoa";"Samoa"
"San Marino";"San Marino"
"Sao Tome and Principe";"São Tomé und Príncipe"
"Saudi Arabia";"Saudi-Arabien"
"Senegal";"Senegal"
"Serbia";"Serbien"
"Seychelles";"Seychellen"
"Sierra Leone";"Sierra Leone"
"Singapore";"Singapur"
"Sint Maarten (Dutch part)";"Sint Maarten (niederl. Teil)"
"Slovakia";"Slowakei"
"Slovenia";"Slowenien"
"Solomon Islands";"Salomonen"
"Somalia";"Somalia"
"South Africa";"Südafrika"
"South Georgia and the South Sandwich Islands";"Südgeorgien und die Südlichen Sandwichinseln"
"South Sudan";"Südsudan"
"Spain";"Spanien"
"Sri Lanka";"Sri Lanka"
"Sudan";"Sudan"
"Suriname";"Suriname"
"Svalbard and Jan Mayen";"Svalbard und Jan Mayen"
"Swaziland";"Swasiland"
"Sweden";"Schweden"
"Switzerland";"Schweiz (Confoederatio Helvetica)"
"Syrian Arab Republic";"Syrien, Arabische Republik"
"Taiwan, Province of China";"Republik China (Taiwan)"
"Tajikistan";"Tadschikistan"
"Tanzania, United Republic of";"Tansania, Vereinigte Republik"
"Thailand";"Thailand"
"Timor-Leste";"Osttimor (Timor-Leste)"
"Togo";"Togo"
"Tokelau";"Tokelau"
"Tonga";"Tonga"
"Trinidad and Tobago";"Trinidad und Tobago"
"Tunisia";"Tunesien"
"Turkey";"Türkei"
"Turkmenistan";"Turkmenistan"
"Turks and Caicos Islands";"Turks- und Caicosinseln"
"Tuvalu";"Tuvalu"
"Uganda";"Uganda"
"Ukraine";"Ukraine"
"United Arab Emirates";"Vereinigte Arabische Emirate"
"United Kingdom of Great Britain and Northern Ireland";"Vereinigtes Königreich Großbritannien und Nordirland"
"United States of America";"Vereinigte Staaten von Amerika"
"United States Minor Outlying Islands";"United States Minor Outlying Islands"
"Uruguay";"Uruguay"
"Uzbekistan";"Usbekistan"
"Vanuatu";"Vanuatu"
"Venezuela, Bolivarian Republic of";"Venezuela"
"Viet Nam";"Vietnam"
"Virgin Islands, British";"Britische Jungferninseln"
"Virgin Islands, U.S.";"Amerikanische Jungferninseln"
"Wallis and Futuna";"Wallis und Futuna"
"Western Sahara";"Westsahara"
"Yemen";"Jemen"
"Zambia";"Sambia"
"Zimbabwe";"Simbabwe"
