,id. Response ID,submitdate. Date submitted,lastpage. Last page,startlanguage. Start language,startdate. Date started,datestamp. Date last action,refurl. Referrer URL,socio1. In which country do you work?,edu1. What is the highest qualification you have obtained?,edu2. In which subject is your highest academic qualification?,rse1. Do you write code as part of your job?,rse3[SQ001]. Who uses the code that you write? [],soft2can. Do you consider yourself a professional software developer?,soft1can. How many years of software development experience do you have?,"likert0[time1can]. [In an average month, how much time do you spend on software development]","likert0[time2can]. [In an average month, how much time do you spend on Research]","likert0[time3can]. [In an average month, how much time do you spend on Management]","likert0[time4can]. [In an average month, how much time do you spend on Teaching]","likert0[time5can]. [In an average month, how much time do you spend on Other activities]",currentEmp1. What type of organisation do you work for?,currentEmp2. Which University / Medical Center / Applied University (HBO)?,currentEmp4. Which organisation do you work for?,currentEmp20. Which company do you work for?,currentEmp5. What is your official job title?,"currentEmp6. Are you known by a different job title? If so, please enter the job title you use",currentEmp12. Do you work full time (36 hours or more) or part time?,currentEmp10. What type of contract are you employed on?,currentEmp11. What is the duration of your current contract? (in years),currentEmp13[1]. In which disciplines do you work (select as many as apply) [Accounting & Finance],currentEmp13[2]. In which disciplines do you work (select as many as apply) [Aeronautical & Manufacturing Engineering],currentEmp13[3]. In which disciplines do you work (select as many as apply) [Agriculture & Forestry],currentEmp13[4]. In which disciplines do you work (select as many as apply) [American Studies],currentEmp13[5]. In which disciplines do you work (select as many as apply) [Anatomy & Physiology],currentEmp13[6]. In which disciplines do you work (select as many as apply) [Anthropology],currentEmp13[7]. In which disciplines do you work (select as many as apply) [Architecture],currentEmp13[8]. In which disciplines do you work (select as many as apply) [Art & Design],currentEmp13[9]. In which disciplines do you work (select as many as apply) [Biological Sciences],currentEmp13[10]. In which disciplines do you work (select as many as apply) [Business & Management Studies],currentEmp13[11]. In which disciplines do you work (select as many as apply) [Chemical Engineering],currentEmp13[12]. In which disciplines do you work (select as many as apply) [Chemistry],currentEmp13[13]. In which disciplines do you work (select as many as apply) [Civil Engineering],currentEmp13[14]. In which disciplines do you work (select as many as apply) [Classics & Ancient History],currentEmp13[15]. In which disciplines do you work (select as many as apply) [Communication & Media Studies],currentEmp13[16]. In which disciplines do you work (select as many as apply) [Complementary Medicine],currentEmp13[17]. In which disciplines do you work (select as many as apply) [Computer Science],currentEmp13[18]. In which disciplines do you work (select as many as apply) [Counselling],currentEmp13[19]. In which disciplines do you work (select as many as apply) [Criminology],currentEmp13[20]. In which disciplines do you work (select as many as apply) [Dentistry],currentEmp13[21]. In which disciplines do you work (select as many as apply) [East & South Asian Studies],currentEmp13[22]. In which disciplines do you work (select as many as apply) [Economics],currentEmp13[23]. In which disciplines do you work (select as many as apply) [Education],currentEmp13[24]. In which disciplines do you work (select as many as apply) [Electrical & Electronic Engineering],currentEmp13[25]. In which disciplines do you work (select as many as apply) [English],currentEmp13[26]. In which disciplines do you work (select as many as apply) [Fashion],currentEmp13[27]. In which disciplines do you work (select as many as apply) [Food Science],currentEmp13[28]. In which disciplines do you work (select as many as apply) [French],currentEmp13[29]. In which disciplines do you work (select as many as apply) [Geography & Environmental Sciences],currentEmp13[30]. In which disciplines do you work (select as many as apply) [Geology],currentEmp13[31]. In which disciplines do you work (select as many as apply) [General Engineering],currentEmp13[32]. In which disciplines do you work (select as many as apply) [German],currentEmp13[33]. In which disciplines do you work (select as many as apply) [History],"currentEmp13[34]. In which disciplines do you work (select as many as apply) [History of Art, Architecture & Design]","currentEmp13[35]. In which disciplines do you work (select as many as apply) [Hospitality, Leisure, Recreation & Tourism]",currentEmp13[36]. In which disciplines do you work (select as many as apply) [Iberian Languages/Hispanic Studies],currentEmp13[37]. In which disciplines do you work (select as many as apply) [Land & Property Management],currentEmp13[38]. In which disciplines do you work (select as many as apply) [Law],currentEmp13[39]. In which disciplines do you work (select as many as apply) [Librarianship & Information Management],currentEmp13[40]. In which disciplines do you work (select as many as apply) [Linguistics],currentEmp13[41]. In which disciplines do you work (select as many as apply) [Marketing],currentEmp13[42]. In which disciplines do you work (select as many as apply) [Materials Technology],currentEmp13[43]. In which disciplines do you work (select as many as apply) [Mathematics],currentEmp13[44]. In which disciplines do you work (select as many as apply) [Mechanical Engineering],currentEmp13[45]. In which disciplines do you work (select as many as apply) [Medicine],currentEmp13[46]. In which disciplines do you work (select as many as apply) [Middle Eastern and African Studies],currentEmp13[47]. In which disciplines do you work (select as many as apply) [Music],currentEmp13[48]. In which disciplines do you work (select as many as apply) [Nursing],currentEmp13[49]. In which disciplines do you work (select as many as apply) [Ophthalmics],currentEmp13[50]. In which disciplines do you work (select as many as apply) [Pharmacology & Pharmacy],currentEmp13[51]. In which disciplines do you work (select as many as apply) [Philosophy],currentEmp13[52]. In which disciplines do you work (select as many as apply) [Physics and Astronomy],currentEmp13[53]. In which disciplines do you work (select as many as apply) [Physiotherapy],currentEmp13[54]. In which disciplines do you work (select as many as apply) [Politics],currentEmp13[55]. In which disciplines do you work (select as many as apply) [Psychology],currentEmp13[56]. In which disciplines do you work (select as many as apply) [Robotics],currentEmp13[57]. In which disciplines do you work (select as many as apply) [Russian & East European Languages],currentEmp13[58]. In which disciplines do you work (select as many as apply) [Social Policy],currentEmp13[59]. In which disciplines do you work (select as many as apply) [Social Work],currentEmp13[60]. In which disciplines do you work (select as many as apply) [Sociology],currentEmp13[61]. In which disciplines do you work (select as many as apply) [Sports Science],currentEmp13[62]. In which disciplines do you work (select as many as apply) [Theology & Religious Studies],currentEmp13[63]. In which disciplines do you work (select as many as apply) [Town & Country Planning and Landscape Design],currentEmp13[64]. In which disciplines do you work (select as many as apply) [Veterinary Medicine],currentEmp13[65]. In which disciplines do you work (select as many as apply) [Youth Work],paper1. Has your software contributed to research that has been published in a journal or at a conference?,"paper2. In general, when your software contributes to a paper, are you acknowledged in that paper?",paper3. Are you generally named as the main author of the paper?,paper4. Are you generally named as a co-author of the paper?,paper5. Are you generally acknowledged in the main text of the paper?,conf1can. Have you ever presented your software work at a conference or workshop?,proj1can. How many software projects are you currently involved in?,stability1. What is the bus factor of your most important software project? (the bus factor is the number of team members who if run over by a bus would put the project in jeopardy so 1 means the project is dependent on a single person),stability2. Is there a technical hand-over plan for your most important software project?,"proj4can[1]. In general, what sort of testing do you conduct on your software? (check all that apply) [No formal testing]","proj4can[2]. In general, what sort of testing do you conduct on your software? (check all that apply) [Developers conduct testing]","proj4can[3]. In general, what sort of testing do you conduct on your software? (check all that apply) [test engineers conduct testing]","proj4can[4]. In general, what sort of testing do you conduct on your software? (check all that apply) [Users conduct testing]",open01can. Have you ever released your software under an open-source licence?,open1can[SQ001]. How often do you release the software projects you've worked on under an open-source licence? [],open03can. Have you ever used a Digital Object Identifier (DOI) to identify your software?,open3can[SQ001]. How often do you associate your software with a Digital Object Identifier (DOI)? [],train1. Have you ever trained researchers in computational techniques?,"train2. On average, how many times a year do you take part in providing training?","train3. What training programs are you involved with (comma separated list) (For example, Software Carpentry, local university training, etc.)",likert1[perfCheck4]. [Do you receive sufficient information on the purpose of your work?],likert1[perfCheck7]. [Do your colleagues inform you about how well you are doing your work?],"likert1[perfCheck3]. [In your work, do you have access to sufficient data and information?]",likert1[perfCheck2]. [Does your work give you the opportunity to check on how well you are doing your work?],likert1[perfCheck6]. [Does your supervisor/line manager inform you about how well you are doing your work?],likert1[perfCheck1]. [Do you receive sufficient information on the results of your work?],likert1[perfCheck5]. [Does your work provide you with direct feedback on how well you are doing your work?],likert2[progRSE4]. [My current position is an integral part of my career plan],likert2[progRSE1]. [It is likely that I will gain a promotion within my current group],likert2[progRSE3]. [There are many opportunities within my chosen career plan],likert2[progRSE2]. [The process I have to complete to gain a promotion is clear and understandable],likert2[progRSE5]. [It is likely that my next position will be an RSE role],likert3[turnOver4]. [How often do you dream about getting another job that will better suit your needs?],likert3[turnOver2]. [How often do you look forward to another day at work?],likert4[affRec3]. [I am satisfied with the recognition I receive from my supervisor/line manager for doing my job],"likert4[percEmp4]. [Given my qualifications and experience, getting a new job would not be very hard at all]",likert4[affSat2]. [Most days I am enthusiastic about my job],likert4[percEmp1]. [It would not be very difficult for me to get an equivalent job in a different organisation],likert4[percEmp3]. [My experience is in demand on the labour market],likert4[affSat1]. [I find real enjoyment in my job],likert4[affRec1]. [I am satisfied with my supervisor/line manager's confidence in me],likert4[percEmp2]. [I can think of a number of organisations that would probably offer me a job],"likert5[satisgen1]. [In general, how satisfied are you with [Your current position]]","likert5[satisgen2]. [In general, how satisfied are you with [Your career]]",socio2. Please select your gender,socio3. Please select your age,socio4. Please select the range of your salary,ukrse1. Are you a member of the NL-RSE Association? (Members are people who have signed up to the NL-RSE mailing list),ukrse2[1]. How do you meet other RSEs? [UK RSE Association / Conference],ukrse2[2]. How do you meet other RSEs? [NL-RSE Association],ukrse2[3]. How do you meet other RSEs? [Local group/network],ukrse2[4]. How do you meet other RSEs? [N/A],interviewtime. Total time,groupTime672. Group time: Questions about you,groupTime673. Group time: Your current employment,groupTime674. Group time: Your working practices,groupTime675. Group time: Your perception of your current position,groupTime676. Group time: Demographic questions,groupTime677. Group time: Final questions about you,[OTHER_RAW]. edu2[other]. In which subject is your highest academic qualification? [Other],[OTHER_RAW]. currentEmp1[other]. What type of organisation do you work for? [Other],[OTHER_RAW]. currentEmp10[other]. What type of contract are you employed on? [Other],[OTHER_RAW]. currentEmp13[other]. In which disciplines do you work (select as many as apply) [Other]
18,35,2017-12-02 19:12:27,6.0,en,2017-12-02 19:06:15,2017-12-02 19:12:27,https://software.ac.uk/blog/2017-11-30-netherlands-rse-survey-2017-invitation-participate,Netherlands,PhD,Computer Science,Yes,3,Yes,20.0,5,6,4,1 (None at all),2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,CWI,,Researcher E,Research Group Leader,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,4.0,2,No,No,Yes,No,Yes,Yes,10 (All my time),Yes,5,No,,,Always,Sometimes,Very Often,Sometimes,Sometimes,Always,Always,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Often,Never,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,7,Male,35 to 44 years,Between 38.500 and 43.999 EUR,No,No,No,Yes,Yes,374.7,103.32,60.73,78.0,94.26,25.82,12.57,,,,
19,36,,4.0,en,2017-12-04 09:33:27,2017-12-04 09:40:54,,Netherlands,HBO (Hoger beroepsonderwijs) Bachelor,Computer Science,Yes,5 - Mostly other people,Yes,3.0,9,1 (None at all),1 (None at all),2,2,University / University Medical Center / Applied University (HBO),"Radboudumc, Radboud Universitair Medisch Centrum",,,Scientific Programmer,,Full time,Fixed term,2.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,4.0,3,Yes,Yes,No,No,No,No,,No,,No,,,Very Often,Often,Often,Always,Sometimes,Very Often,Very Often,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Never,Sometimes,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Agree,8,8,,,,,,,,,448.16,89.19,81.32,118.06,159.59,,,,,,
20,37,2017-12-04 09:52:34,6.0,en,2017-12-04 09:39:53,2017-12-04 09:52:34,,Netherlands,WO (Wetenschappelijk onderwijs) Master,Biological Sciences,Yes,0 - Mostly me,No,2.0,3,8,2,1 (None at all),2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,RIVM,,Promovendus (PhD student),,Full time,Fixed term,4.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,2.0,1,No,No,Yes,No,No,Yes,4,No,,Yes,2.0,Software/Data Carpentry,Very Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Often,Often,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,9,Male,25 to 34 years,Between 33.000 and 38.499 EUR,No,No,No,No,Yes,764.4,73.4,93.76,379.37,180.5,25.74,11.63,,,,
21,38,2017-12-04 11:44:26,6.0,en,2017-12-04 11:29:35,2017-12-04 11:44:26,,Netherlands,WO (Wetenschappelijk onderwijs) Master,Philosophy,Yes,5 - Mostly other people,Yes,5.0,6,3,1 (None at all),1 (None at all),2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Koninklijke Bibliotheek,,Research Software Engineer,,Part time,Fixed term,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,2.0,1,No,Yes,Yes,No,Yes,Yes,9,No,,Yes,1.0,local workshops,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Very Often,Sometimes,Strongly disagree,Agree,Disagree,Neither agree or disagree,Agree,Agree,Strongly disagree,Neither agree or disagree,3,3,Prefer not to say,35 to 44 years,Prefer not to say,Yes,No,No,No,Yes,889.02,112.24,89.48,104.5,536.67,26.67,19.46,,,,
22,41,2017-12-04 21:45:54,6.0,en,2017-12-04 21:39:57,2017-12-04 21:45:54,,Netherlands,WO (Wetenschappelijk onderwijs) Master,Physics and Astronomy,Yes,2,No,15.0,5,2,2,1 (None at all),3,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,ASTRON,,Software Developer,SDC developer,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,3.0,1,No,No,Yes,No,No,Yes,4,No,,No,,,Very Often,Often,Often,Often,Often,Often,Often,Agree,Agree,Agree,Disagree,Neither agree or disagree,Sometimes,Often,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,6,7,Male,35 to 44 years,Between 44.000 and 49.999 EUR,Yes,No,No,No,Yes,359.42,75.91,53.79,76.09,117.68,19.7,16.25,,,,
23,43,2017-12-05 14:46:32,6.0,en,2017-12-05 10:24:37,2017-12-05 14:46:32,,Netherlands,PhD,Computer Science,Yes,0 - Mostly me,No,15.0,8,3,10 (All my time),2,4,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,eScience Coordinator,,Part time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,,,Yes,10.0,3,No,Yes,No,No,Yes,Yes,2,No,,No,,,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Never,Often,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Strongly Agree,Strongly Agree,Agree,8,8,Female,35 to 44 years,Prefer not to say,Yes,No,No,Yes,No,15683.0,142.57,187.57,146.36,15146.2,31.46,28.78,,,,
24,44,2017-12-05 10:45:18,6.0,en,2017-12-05 10:38:19,2017-12-05 10:45:18,,Netherlands,PhD,Computer Science,Yes,2,Yes,3.0,6,3,1 (None at all),2,3,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,eScience Research Engineer,,Part time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,2.0,2,No,No,Yes,No,Yes,Yes,10 (All my time),Yes,7,Yes,3.0,Software carpentry,Often,Sometimes,Often,Very Often,Sometimes,Sometimes,Sometimes,Strongly Agree,Agree,Neither agree or disagree,Disagree,Strongly Agree,Sometimes,Often,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,8,8,Female,35 to 44 years,Between 33.000 and 38.499 EUR,Yes,No,No,Yes,No,421.22,89.55,75.03,102.17,124.51,16.81,13.15,,,,
25,45,2017-12-05 11:00:52,6.0,en,2017-12-05 10:45:29,2017-12-05 11:00:52,,Netherlands,HBO (Hoger beroepsonderwijs) Bachelor,Chemistry,Yes,2,Yes,20.0,7,2,1 (None at all),2,2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,eScience Research engineer,eScience engineer,Full time,Permanent,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,No,5.0,2,No,No,Yes,No,Yes,Yes,8,Yes,8,No,,,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Agree,Strongly disagree,Neither agree or disagree,Disagree,Strongly Agree,Never,Often,Neither agree or disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,7,6,Male,35 to 44 years,Prefer not to say,No,No,No,Yes,No,925.89,173.38,121.66,201.74,202.3,25.97,200.84,,,,
26,46,2017-12-05 11:19:34,6.0,en,2017-12-05 11:06:41,2017-12-05 11:19:34,,Netherlands,WO (Wetenschappelijk onderwijs) Master,Computer Science,Yes,4,Yes,15.0,6,2,2,1 (None at all),4,Other,,,,eScience Research Engineer,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,3.0,1,No,No,Yes,No,Yes,Yes,8,No,,Yes,2.0,Software Carpentry,Always,Often,Very Often,Never,Always,Very Often,Never,Neither agree or disagree,Agree,Disagree,Agree,Strongly disagree,Sometimes,Never,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,9,7,Male,35 to 44 years,Between 38.500 and 43.999 EUR,No,No,No,Yes,No,775.69,184.31,108.93,170.68,265.15,23.91,22.71,,Netherlands eScience Center,,Computational Science
27,47,2017-12-05 11:35:35,6.0,en,2017-12-05 11:26:36,2017-12-05 11:35:35,,Netherlands,PhD,Computer Science,Yes,5 - Mostly other people,Yes,20.0,4,2,6,2,4,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,Technical Lead,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,10.0,3,No,No,Yes,No,No,Yes,10 (All my time),Yes,10 (All my time),Yes,1.0,tool specific training at conferences,Often,Sometimes,Often,Sometimes,Often,Often,Often,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,9,8,Male,35 to 44 years,Prefer not to say,Yes,Yes,No,Yes,No,541.65,82.74,115.66,132.83,170.14,18.07,22.21,,,,
28,48,2017-12-05 12:10:48,6.0,en,2017-12-05 12:03:39,2017-12-05 12:10:48,,Netherlands,PhD,Chemistry,Yes,5 - Mostly other people,Yes,8.0,7,3,3,1 (None at all),5,Private Company,,,SCM,Scientific Software Developer,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,1.0,2,No,No,Yes,Yes,No,Yes,2,No,,Yes,2.0,Workshops,Very Often,Sometimes,Always,Often,Sometimes,Very Often,Always,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Very Often,Often,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,4,4,Male,25 to 34 years,Between 38.500 and 43.999 EUR,No,No,No,No,Yes,431.88,75.13,69.86,125.73,124.62,22.56,13.98,,,,
29,49,2017-12-05 12:37:30,6.0,en,2017-12-05 12:26:22,2017-12-05 12:37:30,,Netherlands,PhD,Chemistry,Yes,5 - Mostly other people,Yes,15.0,8,4,1 (None at all),2,3,Private Company,,,SCM,Scientific Software Developer,Senior Software Developer,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,3.0,2,No,No,Yes,No,Yes,Yes,2,No,,No,,,Often,Sometimes,Very Often,Never,Sometimes,Very Often,Sometimes,Strongly Agree,Disagree,Disagree,Agree,Neither agree or disagree,Never,Never,Strongly Agree,Neither agree or disagree,Strongly Agree,Disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,10 - Completely satisfied,10 - Completely satisfied,Male,45 to 54 years,Between 66.000 and 76.999 EUR,No,No,No,No,Yes,670.63,131.06,95.58,178.08,203.75,26.62,35.54,,,,
30,50,2017-12-05 13:18:42,6.0,en,2017-12-05 13:07:24,2017-12-05 13:18:42,,Netherlands,PhD,Physics and Astronomy,Yes,4,Yes,8.0,5,3,2,1 (None at all),3,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,SRON,,Senior Software Design Engineer A,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,2.0,1,No,Yes,Yes,No,Yes,Yes,6,No,,Yes,2.0,AHEAD training program (EU funded project for High-Energy Astrophysics),Always,Very Often,Often,Very Often,Sometimes,Very Often,Very Often,Agree,Disagree,Disagree,Disagree,Neither agree or disagree,Never,Often,Disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,8,8,Male,35 to 44 years,Between 50.000 and 54.999 EUR,No,No,No,Yes,No,679.77,128.57,66.18,235.05,191.42,32.53,26.02,,,,
31,51,2017-12-05 13:14:13,6.0,en,2017-12-05 13:07:48,2017-12-05 13:14:13,,Netherlands,PhD,Computer Science,Yes,4,No,12.0,7,5,2,2,2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,eScience Research Engineer,,Full time,Fixed term,2.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,3.0,1,No,Yes,Yes,No,No,Yes,9,No,,No,,,Very Often,Often,Very Often,Often,Very Often,Often,Often,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Sometimes,Often,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,7,7,Male,25 to 34 years,Prefer not to say,Yes,No,No,No,No,387.1,84.08,75.2,60.75,133.46,18.99,14.62,,,,
32,52,2017-12-05 14:06:22,6.0,en,2017-12-05 13:58:01,2017-12-05 14:06:22,,Netherlands,PhD,Physics and Astronomy,Yes,3,No,6.0,7,2,6,1 (None at all),2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,eScience Coordinator,,Part time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,2.0,1,No,No,Yes,No,No,Yes,10 (All my time),Yes,5,Yes,1.0,on the job training,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Sometimes,Often,Strongly Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly Agree,Neither agree or disagree,8,8,Male,35 to 44 years,Between 55.000 and 65.999 EUR,No,No,No,Yes,No,503.67,116.59,106.81,84.81,142.09,42.36,11.01,,,,
34,54,2017-12-06 10:13:40,6.0,en,2017-12-06 10:01:49,2017-12-06 10:13:40,,Netherlands,WO (Wetenschappelijk onderwijs) Master,Chemistry,Yes,5 - Mostly other people,Yes,5.0,9,2,1 (None at all),1 (None at all),1 (None at all),Private Company,,,SCM N.V.,Scientific Developer,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,1.0,2,No,No,Yes,No,Yes,No,,No,,No,,,Always,Often,Very Often,Sometimes,Sometimes,Often,Sometimes,Agree,Strongly disagree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Sometimes,Sometimes,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither agree or disagree,8,8,Male,25 to 34 years,Between 33.000 and 38.499 EUR,No,No,No,No,Yes,713.1,91.44,154.15,151.76,260.24,37.36,18.15,,,,
